Población a 1 de enero. Por sexo y edad en grandes grupos
Municipios. 2000
Fuente: Idescat, a partir del Padrón continuo del INE.
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=pmh&n=1181&by=mun&t=200000&lang=es
Código;Literal;Hombres. De 0 a 14 años;Hombres. De 15 a 64 años;Hombres. 65 años o más;Mujeres. De 0 a 14 años;Mujeres. De 15 a 64 años;Mujeres. 65 años o más;Total. De 0 a 14 años;Total. De 15 a 64 años;Total. 65 años o más
171096;Montagut i Oix;40;265;104;54;219;110;94;484;214
430862;Montblanc;428;2033;523;392;1972;681;820;4005;1204
430884;Montbrió del Camp;89;488;155;97;430;200;186;918;355
081252;Montcada i Reixac;2141;9947;1705;2039;9825;2295;4180;19772;4000
081304;Montclar;8;34;19;9;35;12;17;69;31
251399;Montellà i Martinet;31;166;68;21;147;74;52;313;142
081311;Montesquiu;42;281;89;49;252;131;91;533;220
251403;Montferrer i Castellbò;37;279;89;33;228;72;70;507;161
430897;Montferri;9;43;28;5;40;32;14;83;60
251386;Montgai;41;242;119;44;212;131;85;454;250
081265;Montgat;587;3048;457;548;2966;699;1135;6014;1156
081326;Montmajor;26;161;57;23;146;60;49;307;117
081332;Montmaneu;8;69;25;8;54;30;16;123;55
430901;Montmell, el;20;161;45;19;117;46;39;278;91
081350;Montmeló;628;3152;427;599;3023;608;1227;6175;1035
251425;Montoliu de Lleida;27;152;56;20;163;61;47;315;117
251410;Montoliu de Segarra;10;60;39;6;44;33;16;104;72
251431;Montornès de Segarra;2;23;23;4;34;18;6;57;41
081363;Montornès del Vallès;978;4651;625;960;4432;780;1938;9083;1405
430918;Mont-ral;8;70;11;8;55;8;16;125;19
171100;Mont-ras;138;626;107;119;545;109;257;1171;216
430923;Mont-roig del Camp;435;2477;490;448;2275;558;883;4752;1048
081379;Montseny;18;108;29;20;98;28;38;206;57
430939;Móra d'Ebre;377;1573;426;355;1554;531;732;3127;957
430944;Móra la Nova;199;868;257;182;830;325;381;1698;582
430957;Morell, el;196;805;167;176;777;187;372;1582;354
430960;Morera de Montsant, la;8;68;25;4;49;22;12;117;47
081290;Muntanyola;29;114;25;29;98;16;58;212;41
081398;Mura;8;89;21;9;60;30;17;149;51
251459;Nalec;4;28;18;4;31;20;8;59;38
250254;Naut Aran;125;556;96;99;510;94;224;1066;190
081402;Navarcles;363;1853;425;339;1782;556;702;3635;981
081419;Navàs;386;1895;549;349;1842;701;735;3737;1250
171117;Navata;51;227;71;61;222;76;112;449;147
251462;Navès;12;79;40;18;81;42;30;160;82
081424;Nou de Berguedà, la;12;50;21;9;41;20;21;91;41
430976;Nou de Gaià, la;18;131;40;19;118;50;37;249;90
430982;Nulles;17;95;48;13;107;67;30;202;115
251484;Odèn;16;87;56;14;72;34;30;159;90
081430;Òdena;204;926;207;195;906;243;399;1832;450
171122;Ogassa;15;102;25;8;66;26;23;168;51
081458;Olèrdola;169;799;173;152;740;199;321;1539;372
081461;Olesa de Bonesvalls;62;368;82;54;307;69;116;675;151
081477;Olesa de Montserrat;1353;6161;1126;1256;5785;1470;2609;11946;2596
251497;Oliana;97;637;209;89;567;265;186;1204;474
251500;Oliola;15;86;24;11;66;25;26;152;49
251517;Olius;51;189;42;48;174;51;99;363;93
081483;Olivella;103;540;59;83;464;70;186;1004;129
081496;Olost;78;348;142;67;359;166;145;707;308
171143;Olot;1957;8971;2593;1799;8902;3745;3756;17873;6338
251522;Oluges, les;6;66;23;4;56;32;10;122;55
081445;Olvan;39;285;109;43;278;145;82;563;254
251538;Omellons, els;12;85;38;11;82;36;23;167;74
251543;Omells de na Gaia, els;10;46;26;9;39;22;19;85;48
171156;Ordis;13;111;27;16;86;32;29;197;59
251556;Organyà;51;329;127;44;295;146;95;624;273
081509;Orís;13;75;26;20;61;31;33;136;57
081516;Oristà;34;207;73;42;193;96;76;400;169
081521;Orpí;11;52;15;6;47;16;17;99;31
081537;Òrrius;31;166;23;24;137;39;55;303;62
251569;Os de Balaguer;41;242;118;51;199;117;92;441;235
171169;Osor;22;170;58;23;127;64;45;297;122
251575;Ossó de Sió;9;78;32;16;71;27;25;149;59
081542;Pacs del Penedès;45;239;41;55;231;42;100;470;83
081555;Palafolls;433;1944;250;445;1846;317;878;3790;567
171175;Palafrugell;1463;6340;1323;1312;5955;1761;2775;12295;3084
171181;Palamós;1183;5184;1019;1085;5035;1453;2268;10219;2472
251581;Palau d'Anglesola, el;116;559;156;127;518;206;243;1077;362
171194;Palau de Santa Eulàlia;9;38;7;0;28;8;9;66;15
171215;Palau-sator;11;104;37;13;97;31;24;201;68
171208;Palau-saverdera;49;311;107;47;293;124;96;604;231
081568;Palau-solità i Plegamans;999;4162;492;964;3916;556;1963;8078;1048
431009;Pallaresos, els;266;977;65;235;913;81;501;1890;146
081574;Pallejà;581;2717;363;475;2607;515;1056;5324;878
430995;Palma d'Ebre, la;20;116;64;20;123;76;40;239;140
089058;Palma de Cervelló, la;273;921;125;215;909;164;488;1830;289
171236;Palol de Revardit;24;135;42;26;116;43;50;251;85
171241;Pals;113;660;202;95;593;249;208;1253;451
081580;Papiol, el;268;1223;230;273;1175;295;541;2398;525
171254;Pardines;8;41;23;6;49;16;14;90;39
081593;Parets del Vallès;1226;5413;696;1159;5098;886;2385;10511;1582
171267;Parlavà;23;111;37;17;104;38;40;215;75
431016;Passanant i Belltall;7;56;46;1;35;38;8;91;84
171289;Pau;25;141;44;26;130;51;51;271;95
431021;Paüls;30;207;87;38;198;80;68;405;167
171292;Pedret i Marzà;12;37;16;6;39;17;18;76;33
251641;Penelles;23;196;74;31;130;82;54;326;156
171306;Pera, la;22;125;40;22;104;54;44;229;94
081607;Perafita;19;120;42;29;109;49;48;229;91
431037;Perafort;44;223;45;29;210;59;73;433;104
171328;Peralada;78;440;133;75;395;156;153;835;289
251654;Peramola;24;128;60;23;100;59;47;228;119
431042;Perelló, el;114;720;267;117;624;303;231;1344;570
081614;Piera;671;3046;644;643;2729;807;1314;5775;1451
431055;Piles, les;16;64;18;12;52;16;28;116;34
081635;Pineda de Mar;1630;7154;1230;1557;6995;1491;3187;14149;2721
431068;Pinell de Brai, el;52;371;123;58;321;149;110;692;272
251667;Pinell de Solsonès;8;85;27;14;62;29;22;147;56
251673;Pinós;16;108;50;15;85;46;31;193;96
431074;Pira;19;138;40;27;123;55;46;261;95
431080;Pla de Santa Maria, el;140;552;157;117;506;179;257;1058;336
081640;Pla del Penedès, el;47;322;92;46;292;124;93;614;216
171334;Planes d'Hostoles, les;82;562;211;86;540;243;168;1102;454
171349;Planoles;3;99;40;11;77;43;14;176;83
259118;Plans de Sió, els;33;186;89;19;163;105;52;349;194
251689;Poal, el;48;193;89;37;146;100;85;339;189
251692;Pobla de Cérvoles, la;14;71;34;12;52;29;26;123;63
081653;Pobla de Claramunt, la;109;592;145;102;518;190;211;1110;335
081666;Pobla de Lillet, la;60;461;194;51;429;260;111;890;454
431093;Pobla de Mafumet, la;97;386;75;95;366;96;192;752;171
431107;Pobla de Massaluca, la;17;130;80;10;121;84;27;251;164
431114;Pobla de Montornès, la;64;542;115;70;414;131;134;956;246
251713;Pobla de Segur, la;144;864;377;138;862;467;282;1726;844
431129;Poboleda;15;105;49;11;98;57;26;203;106
081672;Polinyà;446;1777;173;428;1632;201;874;3409;374
431135;Pont d'Armentera, el;28;189;80;21;167;91;49;356;171
250306;Pont de Bar, el;10;49;29;6;42;24;16;91;53
171352;Pont de Molins;30;155;45;29;128;43;59;283;88
251734;Pont de Suert, el;132;714;248;114;694;262;246;1408;510
081825;Pont de Vilomara i Rocafort, el;216;942;187;177;873;219;393;1815;406
431418;Pontils;3;56;16;10;47;16;13;103;32
081688;Pontons;14;140;39;23;101;46;37;241;85
171365;Pontós;10;82;29;6;64;26;16;146;55
251728;Ponts;167;794;243;156;739;283;323;1533;526
171371;Porqueres;295;1228;257;296;1273;273;591;2501;530
431140;Porrera;43;158;53;20;128;70;63;286;123
171404;Port de la Selva, el;53;294;93;40;304;93;93;598;186
171387;Portbou;57;501;203;79;411;260;136;912;463
251749;Portella, la;26;211;74;28;162;75;54;373;149
431153;Pradell de la Teixeta;2;74;25;10;54;33;12;128;58
431166;Prades;28;164;75;30;152;79;58;316;154
431172;Prat de Comte;8;48;29;6;49;38;14;97;67
081691;Prat de Llobregat, el;4779;23576;3163;4487;22622;4329;9266;46198;7492
431188;Pratdip;28;177;77;31;166;84;59;343;161
081712;Prats de Lluçanès;213;889;240;204;862;342;417;1751;582
081705;Prats de Rei, els;32;169;66;23;166;81;55;335;147
251752;Prats i Sansor;20;83;12;14;68;15;34;151;27
251765;Preixana;20;129;67;18;112;94;38;241;161
251771;Preixens;22;150;78;23;149;101;45;299;179
082303;Premià de Dalt;725;3294;424;668;3224;534;1393;6518;958
081727;Premià de Mar;2110;9537;1358;1903;9299;1923;4013;18836;3281
171390;Preses, les;80;457;131;85;478;142;165;935;273
251790;Prullans;14;76;26;11;63;29;25;139;55
171411;Puigcerdà;558;2473;498;474;2256;643;1032;4729;1141
081748;Puigdàlber;22;109;19;30;114;39;52;223;58
251804;Puiggròs;12;88;37;13;68;43;25;156;80
431191;Puigpelat;42;214;44;46;193;58;88;407;102
081751;Puig-reig;237;1356;494;237;1307;688;474;2663;1182
251811;Puigverd d'Agramunt;15;89;32;10;63;34;25;152;66
251826;Puigverd de Lleida;65;335;111;58;324;150;123;659;261
081764;Pujalt;9;62;21;11;49;26;20;111;47
081770;Quar, la;6;30;5;7;25;6;13;55;11
171426;Quart;218;893;120;171;848;152;389;1741;272
170433;Queralbs;13;68;34;8;48;30;21;116;64
431205;Querol;9;129;32;19;92;24;28;221;56
171432;Rabós;4;50;15;4;46;26;8;96;41
081786;Rajadell;14;179;41;26;161;35;40;340;76
431362;Ràpita, la;778;3790;984;780;3663;1199;1558;7453;2183
431212;Rasquera;35;246;121;45;213;132;80;459;253
171447;Regencós;15;114;37;20;70;31;35;184;68
081799;Rellinars;22;136;36;31;118;35;53;254;71
431227;Renau;4;20;5;6;19;7;10;39;12
431233;Reus;7049;30700;5750;6750;30793;8137;13799;61493;13887
251832;Rialp;42;181;49;28;163;54;70;344;103
431248;Riba, la;50;256;74;28;227;97;78;483;171
431251;Riba-roja d'Ebre;79;439;178;64;388;202;143;827;380
259059;Ribera d'Ondara;30;165;74;34;140;73;64;305;147
251850;Ribera d'Urgellet;40;274;109;43;227;118;83;501;227
171450;Ribes de Freser;110;660;247;103;633;343;213;1293;590
171463;Riells i Viabrea;187;778;108;151;713;106;338;1491;214
431264;Riera de Gaià, la;72;319;95;41;322;121;113;641;216
251863;Riner;17;95;38;16;93;27;33;188;65
171479;Ripoll;676;3498;1006;613;3520;1420;1289;7018;2426
081803;Ripollet;2371;11098;1466;2226;10754;1962;4597;21852;3428
259139;Riu de Cerdanya;3;31;5;5;28;9;8;59;14
171485;Riudarenes;78;471;129;83;396;145;161;867;274
171498;Riudaura;25;147;38;27;136;44;52;283;82
431270;Riudecanyes;38;229;82;39;202;104;77;431;186
431286;Riudecols;80;336;95;68;310;108;148;646;203
171501;Riudellots de la Selva;131;540;125;94;518;140;225;1058;265
431299;Riudoms;387;1817;409;372;1707;509;759;3524;918
171518;Riumors;12;55;28;10;54;33;22;109;61
081810;Roca del Vallès, la;545;2797;372;535;2679;452;1080;5476;824
431303;Rocafort de Queralt;15;91;42;11;60;60;26;151;102
431310;Roda de Berà;248;1382;199;190;1112;230;438;2494;429
081831;Roda de Ter;394;1696;393;402;1679;584;796;3375;977
431325;Rodonyà;29;133;56;24;113;65;53;246;121
431331;Roquetes;495;2165;543;394;2076;693;889;4241;1236
171523;Roses;1143;4580;779;1042;4336;977;2185;8916;1756
251898;Rosselló;154;601;148;139;609;201;293;1210;349
431346;Rourell, el;15;86;38;10;65;48;25;151;86
081846;Rubí;4892;21585;2914;4467;20832;3956;9359;42417;6870
081859;Rubió;12;38;18;9;29;14;21;67;32
171539;Rupià;11;71;19;3;58;28;14;129;47
089019;Rupit i Pruit;18;126;34;22;112;42;40;238;76
081878;Sabadell;13460;63079;12540;12827;63692;18129;26287;126771;30669
081884;Sagàs;13;48;19;6;51;18;19;99;37
251902;Salàs de Pallars;15;95;53;8;88;71;23;183;124
081901;Saldes;29;121;33;16;98;31;45;219;64
171544;Sales de Llierca;9;33;7;9;27;4;18;60;11
081918;Sallent;401;2310;738;416;2297;997;817;4607;1735
431359;Salomó;17;127;50;18;97;73;35;224;123
439057;Salou;1077;4940;612;1001;4710;719;2078;9650;1331
171557;Salt;1824;7747;1364;1653;7496;1933;3477;15243;3297
251919;Sanaüja;23;144;58;26;132;81;49;276;139
081944;Sant Adrià de Besòs;2561;11408;1977;2420;11313;2773;4981;22721;4750
081957;Sant Agustí de Lluçanès;9;45;11;10;39;7;19;84;18
081960;Sant Andreu de la Barca;1590;7942;745;1433;7461;969;3023;15403;1714
081976;Sant Andreu de Llavaneres;609;2602;368;628;2499;455;1237;5101;823
171576;Sant Andreu Salou;13;39;13;11;45;17;24;84;30
171833;Sant Aniol de Finestres;11;107;30;12;77;33;23;184;63
081982;Sant Antoni de Vilamajor;255;1181;219;269;1110;259;524;2291;478
081995;Sant Bartomeu del Grau;124;412;67;108;361;78;232;773;145
082009;Sant Boi de Llobregat;5934;29302;4183;5676;28563;5679;11610;57865;9862
082016;Sant Boi de Lluçanès;25;194;54;27;163;77;52;357;131
082037;Sant Cebrià de Vallalta;152;691;102;124;591;97;276;1282;199
082021;Sant Celoni;952;4404;946;989;4233;1210;1941;8637;2156
082042;Sant Climent de Llobregat;235;1096;142;221;1064;192;456;2160;334
171582;Sant Climent Sescebes;14;123;67;15;126;59;29;249;126
082055;Sant Cugat del Vallès;4676;18837;2426;4362;19062;3291;9038;37899;5717
082068;Sant Cugat Sesgarrigues;37;273;65;48;224;84;85;497;149
251961;Sant Esteve de la Sarga;3;50;19;1;30;14;4;80;33
082074;Sant Esteve de Palautordera;133;512;92;136;476;112;269;988;204
082080;Sant Esteve Sesrovires;421;2035;246;418;1730;311;839;3765;557
171595;Sant Feliu de Buixalleu;59;254;74;50;215;75;109;469;149
082107;Sant Feliu de Codines;343;1457;335;295;1420;440;638;2877;775
171609;Sant Feliu de Guíxols;1420;6227;1384;1407;6138;1827;2827;12365;3211
082114;Sant Feliu de Llobregat;2690;14392;1890;2592;14227;2644;5282;28619;4534
171616;Sant Feliu de Pallerols;74;361;129;72;349;170;146;710;299
082129;Sant Feliu Sasserra;33;217;71;56;198;82;89;415;153
171621;Sant Ferriol;15;74;21;11;55;20;26;129;41
082093;Sant Fost de Campsentelles;456;2422;328;419;2273;414;875;4695;742
082135;Sant Fruitós de Bages;400;2021;351;394;1930;446;794;3951;797
171637;Sant Gregori;185;847;181;158;766;198;343;1613;379
251924;Sant Guim de Freixenet;49;336;121;70;325;145;119;661;266
251977;Sant Guim de la Plana;7;65;28;12;50;27;19;115;55
171642;Sant Hilari Sacalm;362;1770;411;358;1577;507;720;3347;918
082153;Sant Hipòlit de Voltregà;221;972;292;192;939;389;413;1911;681
081939;Sant Iscle de Vallalta;65;311;59;58;277;69;123;588;128
439023;Sant Jaume d'Enveja;204;1152;312;212;1065;360;416;2217;672
082166;Sant Jaume de Frontanyà;1;12;2;1;11;1;2;23;3
171655;Sant Jaume de Llierca;37;217;98;53;189;120;90;406;218
431378;Sant Jaume dels Domenys;100;485;139;73;431;162;173;916;301
171674;Sant Joan de les Abadesses;207;1228;375;177;1155;530;384;2383;905
171680;Sant Joan de Mollet;27;109;35;30;115;38;57;224;73
082188;Sant Joan de Vilatorrada;687;3296;587;606;3207;762;1293;6503;1349
082172;Sant Joan Despí;2147;10150;1341;2091;10153;1745;4238;20303;3086
171851;Sant Joan les Fonts;142;968;254;135;901;356;277;1869;610
171668;Sant Jordi Desvalls;35;203;64;31;165;89;66;368;153
089030;Sant Julià de Cerdanyola;11;81;30;9;68;28;20;149;58
171693;Sant Julià de Ramis;147;720;149;148;691;163;295;1411;312
082205;Sant Julià de Vilatorta;185;790;131;185;780;198;370;1570;329
179032;Sant Julià del Llor i Bonmatí;66;316;85;49;282;123;115;598;208
082212;Sant Just Desvern;1118;4839;806;1018;5059;1190;2136;9898;1996
082227;Sant Llorenç d'Hortons;117;523;135;108;498;166;225;1021;301
171714;Sant Llorenç de la Muga;7;52;27;7;55;34;14;107;61
251930;Sant Llorenç de Morunys;43;312;102;52;265;126;95;577;228
082233;Sant Llorenç Savall;133;643;212;127;603;265;260;1246;477
082251;Sant Martí d'Albars;4;46;14;8;41;19;12;87;33
082248;Sant Martí de Centelles;54;264;60;59;224;68;113;488;128
171729;Sant Martí de Llémena;37;164;44;42;151;40;79;315;84
259025;Sant Martí de Riucorb;26;234;96;27;192;121;53;426;217
082264;Sant Martí de Tous;71;328;95;59;304;125;130;632;220
082270;Sant Martí Sarroca;157;813;259;168;791;290;325;1604;549
082286;Sant Martí Sesgueioles;18;111;41;16;106;50;34;217;91
171735;Sant Martí Vell;17;49;16;7;50;22;24;99;38
082299;Sant Mateu de Bages;29;165;58;20;142;77;49;307;135
171740;Sant Miquel de Campmajor;16;81;19;13;53;24;29;134;43
171753;Sant Miquel de Fluvià;53;215;50;48;198;61;101;413;111
171766;Sant Mori;12;49;14;13;45;25;25;94;39
171772;Sant Pau de Segúries;39;213;81;36;191;95;75;404;176
082310;Sant Pere de Ribes;1888;8183;1040;1859;7712;1294;3747;15895;2334
082325;Sant Pere de Riudebitlles;122;711;190;136;685;232;258;1396;422
082331;Sant Pere de Torelló;122;745;187;121;720;265;243;1465;452
082346;Sant Pere de Vilamajor;198;965;166;203;866;149;401;1831;315
171788;Sant Pere Pescador;106;538;144;78;411;151;184;949;295
081897;Sant Pere Sallavinera;6;47;25;5;42;30;11;89;55
082359;Sant Pol de Mar;255;1371;237;217;1239;275;472;2610;512
082362;Sant Quintí de Mediona;90;577;159;98;544;211;188;1121;370
082378;Sant Quirze de Besora;116;629;225;96;610;302;212;1239;527
082384;Sant Quirze del Vallès;1223;4662;473;1136;4481;731;2359;9143;1204
082397;Sant Quirze Safaja;27;149;21;19;127;26;46;276;47
251945;Sant Ramon;29;180;68;21;172;86;50;352;154
082401;Sant Sadurní d'Anoia;713;3315;706;669;3218;918;1382;6533;1624
082418;Sant Sadurní d'Osormort;7;27;7;2;24;9;9;51;16
080983;Sant Salvador de Guardiola;136;746;133;151;674;154;287;1420;287
082628;Sant Vicenç de Castellet;458;2411;588;426;2406;923;884;4817;1511
082649;Sant Vicenç de Montalt;280;1260;161;286;1164;183;566;2424;344
082652;Sant Vicenç de Torelló;136;565;162;118;538;267;254;1103;429
082634;Sant Vicenç dels Horts;1985;9094;1194;1985;8554;1626;3970;17648;2820
431384;Santa Bàrbara;212;1044;372;189;987;453;401;2031;825
082439;Santa Cecília de Voltregà;18;74;20;18;53;19;36;127;39
082444;Santa Coloma de Cervelló;423;1705;223;353;1650;337;776;3355;560
171805;Santa Coloma de Farners;685;3131;694;647;2860;850;1332;5991;1544
082457;Santa Coloma de Gramenet;7279;44052;6808;6954;42721;9313;14233;86773;16121
431397;Santa Coloma de Queralt;177;833;253;178;828;346;355;1661;599
171812;Santa Cristina d'Aro;241;1058;219;231;920;233;472;1978;452
082460;Santa Eugènia de Berga;160;697;130;151;650;158;311;1347;288
082476;Santa Eulàlia de Riuprimer;70;302;77;53;263;99;123;565;176
082482;Santa Eulàlia de Ronçana;316;1673;302;321;1567;357;637;3240;659
082495;Santa Fe del Penedès;27;96;22;25;95;28;52;191;50
171827;Santa Llogaia d'Àlguema;22;111;24;22;99;22;44;210;46
082508;Santa Margarida de Montbui;678;3366;497;690;3241;651;1368;6607;1148
082515;Santa Margarida i els Monjos;338;1761;271;357;1578;356;695;3339;627
082589;Santa Maria d'Oló;54;360;105;50;314;123;104;674;228
082536;Santa Maria de Besora;13;60;20;11;50;29;24;110;49
082567;Santa Maria de Martorelles;46;249;45;58;237;65;104;486;110
082554;Santa Maria de Merlès;8;59;21;11;51;18;19;110;39
082573;Santa Maria de Miralles;2;30;12;4;26;14;6;56;26
082592;Santa Maria de Palautordera;493;2280;420;449;2152;512;942;4432;932
431401;Santa Oliva;169;731;166;158;694;183;327;1425;349
171848;Santa Pau;73;526;156;99;475;155;172;1001;311
082606;Santa Perpètua de Mogoda;1391;7394;845;1306;7079;1069;2697;14473;1914
082613;Santa Susanna;169;707;111;137;645;139;306;1352;250
081923;Santpedor;391;1849;371;400;1878;463;791;3727;834
431423;Sarral;104;484;157;77;426;182;181;910;339
171864;Sarrià de Ter;246;1185;280;199;1177;370;445;2362;650
252017;Sarroca de Bellera;8;50;29;5;41;22;13;91;51
252000;Sarroca de Lleida;29;154;59;28;137;74;57;291;133
171870;Saus, Camallera i Llampaies;35;247;58;45;213;90;80;460;148
431439;Savallà del Comtat;1;20;15;8;19;12;9;39;27
431444;Secuita, la;103;393;76;77;373;109;180;766;185
171886;Selva de Mar, la;8;63;25;19;50;25;27;113;50
431457;Selva del Camp, la;376;1359;329;342;1308;389;718;2667;718
431460;Senan;4;13;3;3;5;3;7;18;6
430445;Sénia, la;360;1714;488;371;1582;519;731;3296;1007
252022;Senterada;4;33;22;3;35;15;7;68;37
250352;Sentiu de Sió, la;26;146;58;20;153;71;46;299;129
082671;Sentmenat;430;2035;358;424;1978;450;854;4013;808
171903;Serinyà;52;310;74;53;257;91;105;567;165
252043;Seròs;103;596;228;88;485;237;191;1081;465
171910;Serra de Daró;13;50;32;7;54;30;20;104;62
171925;Setcases;8;62;17;10;51;15;18;113;32
252038;Seu d'Urgell, la;795;3616;894;748;3702;1188;1543;7318;2082
082690;Seva;195;917;172;186;832;208;381;1749;380
252056;Sidamon;32;185;47;28;177;58;60;362;105
171931;Sils;242;1069;247;239;1015;266;481;2084;513
082704;Sitges;989;3969;500;1704;9824;2462;2693;13793;2962
170524;Siurana;13;46;21;11;41;27;24;87;48
082711;Sobremunt;5;29;7;15;28;3;20;57;10
252069;Soleràs, el;12;138;65;15;122;66;27;260;131
431476;Solivella;26;188;90;32;167;119;58;355;209
252075;Solsona;543;2478;628;484;2439;771;1027;4917;1399
082726;Sora;10;71;22;14;47;25;24;118;47
252081;Soriguera;13;103;42;23;87;40;36;190;82
252094;Sort;126;591;180;104;565;225;230;1156;405
252108;Soses;100;547;154;79;487;170;179;1034;324
082732;Subirats;177;823;273;166;742;348;343;1565;621
252115;Sudanell;45;263;77;22;203;102;67;466;179
252120;Sunyer;21;93;34;11;95;46;32;188;80
082747;Súria;414;2015;597;408;1941;782;822;3956;1379
171946;Susqueda;7;33;9;3;30;5;10;63;14
082763;Tagamanent;9;83;15;17;54;17;26;137;32
082779;Talamanca;9;43;9;1;36;9;10;79;18
252154;Talarn;25;122;37;22;111;47;47;233;84
252167;Talavera;14;98;43;6;91;44;20;189;87
171959;Tallada d'Empordà, la;12;119;42;16;96;47;28;215;89
082785;Taradell;391;1753;340;369;1690;457;760;3443;797
431482;Tarragona;8649;39678;7371;8063;40072;10264;16712;79750;17635
252173;Tàrrega;950;4125;988;939;4199;1347;1889;8324;2335
252189;Tarrés;9;34;15;6;25;16;15;59;31
252192;Tarroja de Segarra;5;54;29;11;45;34;16;99;63
082750;Tavèrnoles;20;95;17;21;100;19;41;195;36
082802;Tavertet;8;53;14;7;43;15;15;96;29
082819;Teià;468;1943;246;441;1859;323;909;3802;569
252206;Térmens;81;470;155;77;455;166;158;925;321
171962;Terrades;9;53;33;9;59;37;18;112;70
082798;Terrassa;13156;59481;11320;12457;59219;16161;25613;118700;27481
082824;Tiana;441;2072;291;464;2016;379;905;4088;670
252213;Tírvia;13;37;17;3;37;15;16;74;32
252228;Tiurana;3;8;5;1;4;2;4;12;7
431495;Tivenys;41;303;114;32;282;145;73;585;259
431508;Tivissa;104;545;227;107;519;262;211;1064;489
082830;Tona;427;2074;413;404;1999;551;831;4073;964
252234;Torà;80;383;136;76;373;143;156;756;279
082845;Tordera;731;3492;738;661;3317;859;1392;6809;1597
082858;Torelló;848;4164;901;842;4127;1268;1690;8291;2169
252249;Torms, els;10;60;36;7;52;32;17;112;68
252252;Tornabous;42;253;120;36;236;133;78;489;253
252271;Torre de Cabdella, la;23;210;106;17;193;130;40;403;236
082861;Torre de Claramunt, la;194;918;116;197;813;133;391;1731;249
431515;Torre de Fontaubella, la;4;43;16;2;39;24;6;82;40
431520;Torre de l'Espanyol, la;32;228;89;34;180;111;66;408;200
252265;Torrebesses;22;85;52;15;86;63;37;171;115
431536;Torredembarra;854;3760;640;833;3625;869;1687;7385;1509
252287;Torrefarrera;105;625;154;82;562;206;187;1187;360
259078;Torrefeta i Florejacs;35;204;93;27;185;114;62;389;207
252304;Torregrossa;123;694;290;137;653;345;260;1347;635
252311;Torrelameu;32;209;76;17;166;78;49;375;154
082877;Torrelavit;65;409;123;62;361;152;127;770;275
082883;Torrelles de Foix;122;592;182;118;499;171;240;1091;353
082896;Torrelles de Llobregat;342;1322;156;316;1244;194;658;2566;350
171978;Torrent;12;56;16;12;58;18;24;114;34
252326;Torres de Segre;109;642;181;106;563;214;215;1205;395
252332;Torre-serona;14;114;34;22;103;39;36;217;73
171984;Torroella de Fluvià;12;123;45;17;84;38;29;207;83
171997;Torroella de Montgrí;728;2958;595;653;2782;738;1381;5740;1333
431541;Torroja del Priorat;3;56;21;5;32;22;8;88;43
172001;Tortellà;43;243;77;45;190;119;88;433;196
431554;Tortosa;2056;9624;2608;1918;9620;3655;3974;19244;6263
172018;Toses;16;45;26;7;42;15;23;87;41
172023;Tossa de Mar;295;1500;288;280;1498;334;575;2998;622
252347;Tremp;347;1648;655;341;1579;807;688;3227;1462
172044;Ullà;68;293;64;62;252;75;130;545;139
082900;Ullastrell;79;416;76;77;370;96;156;786;172
172057;Ullastret;10;91;21;10;78;24;20;169;45
431567;Ulldecona;358;1745;524;327;1636;714;685;3381;1238
431573;Ulldemolins;20;154;85;19;136;81;39;290;166
172039;Ultramort;18;71;25;3;50;36;21;121;61
172060;Urús;17;67;17;8;62;17;25;129;34
082917;Vacarisses;200;1034;185;187;909;172;387;1943;357
170144;Vajol, la;6;31;13;4;34;8;10;65;21
172076;Vall d'en Bas, la;161;847;303;160;727;354;321;1574;657
172082;Vall de Bianya, la;81;386;102;70;363;128;151;749;230
250432;Vall de Boí, la;55;344;82;52;256;81;107;600;163
259010;Vall de Cardós;21;103;42;19;88;45;40;191;87
082922;Vallbona d'Anoia;70;400;88;75;336;120;145;736;208
252385;Vallbona de les Monges;7;84;37;10;65;63;17;149;100
082938;Vallcebre;18;86;38;10;83;34;28;169;72
431589;Vallclara;4;39;19;7;30;18;11;69;37
252402;Vallfogona de Balaguer;70;533;153;109;476;164;179;1009;317
171707;Vallfogona de Ripollès;12;75;27;8;69;28;20;144;55
431592;Vallfogona de Riucorb;2;44;39;3;23;53;5;67;92
082943;Vallgorguina;110;499;89;86;448;93;196;947;182
082956;Vallirana;742;3314;508;634;3165;641;1376;6479;1149
172095;Vall-llobrega;17;106;18;35;179;22;52;285;40
431606;Vallmoll;88;433;88;66;390;103;154;823;191
082969;Vallromanes;124;523;64;105;477;81;229;1000;145
431613;Valls;1554;6919;1521;1516;6743;2129;3070;13662;3650
259062;Valls d'Aguilar, les;10;108;43;15;67;53;25;175;96
252398;Valls de Valira, les;30;281;102;36;215;93;66;496;195
431628;Vandellòs i l'Hospitalet de l'Infant;340;1528;308;307;1485;375;647;3013;683
259097;Vansa i Fórnols, la;10;54;23;8;56;19;18;110;42
082975;Veciana;9;49;25;5;50;16;14;99;41
431634;Vendrell, el;1910;8113;1287;1895;7749;1589;3805;15862;2876
172109;Ventalló;26;213;78;34;180;77;60;393;155
252424;Verdú;43;316;139;56;283;204;99;599;343
172116;Verges;72;360;134;71;334;163;143;694;297
