Población a 1 de enero. Por sexo y edad en grandes grupos
Municipios. 2021
Fuente: Idescat, a partir del Padrón continuo del INE.
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=pmh&n=1181&by=mun&lang=es
Código;Literal;Hombres. De 0 a 14 años;Hombres. De 15 a 64 años;Hombres. 65 años o más;Mujeres. De 0 a 14 años;Mujeres. De 15 a 64 años;Mujeres. 65 años o más;Total. De 0 a 14 años;Total. De 15 a 64 años;Total. 65 años o más
251370;Mollerussa;1285;5277;900;1266;4608;1209;2551;9885;2109
171061;Mollet de Peralada;18;60;28;13;47;31;31;107;59
081249;Mollet del Vallès;3887;17288;4005;3587;17288;5096;7474;34576;9101
171077;Molló;13;109;45;27;96;57;40;205;102
251364;Molsosa, la;2;33;16;4;32;15;6;65;31
081287;Monistrol de Calders;46;251;83;34;217;85;80;468;168
081271;Monistrol de Montserrat;255;1098;284;236;980;325;491;2078;609
171096;Montagut i Oix;65;343;87;66;304;86;131;647;173
430862;Montblanc;600;2544;627;499;2366;797;1099;4910;1424
430884;Montbrió del Camp;316;1012;211;281;933;232;597;1945;443
081252;Montcada i Reixac;3090;12661;2428;2948;12436;3231;6038;25097;5659
081304;Montclar;13;40;17;13;40;13;26;80;30
251399;Montellà i Martinet;40;214;74;27;173;68;67;387;142
081311;Montesquiu;93;332;100;79;315;129;172;647;229
251403;Montferrer i Castellbò;93;379;116;81;313;99;174;692;215
430897;Montferri;32;137;42;31;117;38;63;254;80
251386;Montgai;36;208;102;24;171;114;60;379;216
081265;Montgat;1067;4103;866;958;4184;1082;2025;8287;1948
081326;Montmajor;42;132;62;37;131;68;79;263;130
081332;Montmaneu;10;50;27;3;46;22;13;96;49
430901;Montmell, el;129;638;157;123;530;153;252;1168;310
081350;Montmeló;613;2922;753;587;2936;987;1200;5858;1740
251425;Montoliu de Lleida;37;166;56;32;134;68;69;300;124
251410;Montoliu de Segarra;10;67;28;6;52;28;16;119;56
251431;Montornès de Segarra;2;24;17;6;22;20;8;46;37
081363;Montornès del Vallès;1462;5829;1191;1420;5453;1449;2882;11282;2640
430918;Mont-ral;9;62;23;12;47;16;21;109;39
171100;Mont-ras;103;565;183;78;550;193;181;1115;376
430923;Mont-roig del Camp;976;4378;1160;899;4059;1217;1875;8437;2377
081379;Montseny;29;125;35;26;106;41;55;231;76
430939;Móra d'Ebre;448;1877;472;386;1769;633;834;3646;1105
430944;Móra la Nova;214;1051;297;223;984;351;437;2035;648
430957;Morell, el;334;1364;220;304;1237;273;638;2601;493
430960;Morera de Montsant, la;9;59;19;12;47;17;21;106;36
081290;Muntanyola;47;255;48;50;210;45;97;465;93
081398;Mura;12;84;25;18;67;25;30;151;50
251459;Nalec;6;20;20;2;22;18;8;42;38
250254;Naut Aran;157;707;149;123;676;129;280;1383;278
081402;Navarcles;386;2012;574;407;1955;734;793;3967;1308
081419;Navàs;443;1943;565;439;1880;703;882;3823;1268
171117;Navata;114;462;122;117;482;137;231;944;259
251462;Navès;21;97;30;21;96;28;42;193;58
081424;Nou de Berguedà, la;9;54;31;10;47;25;19;101;56
430976;Nou de Gaià, la;64;192;48;60;196;56;124;388;104
430982;Nulles;65;171;44;39;141;56;104;312;100
251484;Odèn;12;88;49;7;66;31;19;154;80
081430;Òdena;330;1298;268;301;1146;338;631;2444;606
171122;Ogassa;18;89;26;15;67;25;33;156;51
081458;Olèrdola;321;1348;320;304;1226;328;625;2574;648
081461;Olesa de Bonesvalls;153;703;148;144;620;155;297;1323;303
081477;Olesa de Montserrat;2067;8236;1758;1976;7909;2186;4043;16145;3944
251497;Oliana;102;568;259;114;545;269;216;1113;528
251500;Oliola;9;72;27;11;59;23;20;131;50
251517;Olius;109;317;93;76;287;80;185;604;173
081483;Olivella;380;1484;265;381;1349;268;761;2833;533
081496;Olost;67;371;140;80;371;161;147;742;301
171143;Olot;2698;12591;2995;2570;11432;4013;5268;24023;7008
251522;Oluges, les;11;50;31;5;42;30;16;92;61
081445;Olvan;45;296;84;52;262;135;97;558;219
251538;Omellons, els;7;64;38;12;45;36;19;109;74
251543;Omells de na Gaia, els;2;49;20;4;38;14;6;87;34
171156;Ordis;31;126;41;29;108;34;60;234;75
251556;Organyà;47;248;83;34;227;127;81;475;210
081509;Orís;24;123;27;23;117;25;47;240;52
081516;Oristà;32;171;79;26;155;84;58;326;163
081521;Orpí;14;55;9;14;47;15;28;102;24
081537;Òrrius;71;271;55;64;257;61;135;528;116
251569;Os de Balaguer;66;342;105;69;326;92;135;668;197
171169;Osor;21;155;49;18;133;50;39;288;99
251575;Ossó de Sió;11;59;24;14;58;30;25;117;54
081542;Pacs del Penedès;67;314;85;76;291;82;143;605;167
081555;Palafolls;836;3376;628;782;3276;748;1618;6652;1376
171175;Palafrugell;2003;7610;1858;1822;7405;2348;3825;15015;4206
171181;Palamós;1204;6036;1647;1178;5985;2146;2382;12021;3793
251581;Palau d'Anglesola, el;183;748;170;167;695;242;350;1443;412
171194;Palau de Santa Eulàlia;14;33;15;10;26;13;24;59;28
171215;Palau-sator;29;109;33;24;91;37;53;200;70
171208;Palau-saverdera;135;455;162;121;445;172;256;900;334
081568;Palau-solità i Plegamans;1084;5048;1162;1158;5062;1403;2242;10110;2565
431009;Pallaresos, els;481;1713;247;428;1698;305;909;3411;552
081574;Pallejà;1029;3959;811;897;3880;1060;1926;7839;1871
430995;Palma d'Ebre, la;11;97;60;11;84;71;22;181;131
089058;Palma de Cervelló, la;217;1041;231;238;1013;275;455;2054;506
171236;Palol de Revardit;31;143;45;35;137;55;66;280;100
171241;Pals;175;866;264;154;773;284;329;1639;548
081580;Papiol, el;364;1431;307;327;1421;382;691;2852;689
171254;Pardines;13;58;19;10;43;23;23;101;42
081593;Parets del Vallès;1571;6480;1365;1466;6338;1687;3037;12818;3052
171267;Parlavà;30;129;47;33;117;57;63;246;104
431016;Passanant i Belltall;5;60;33;2;38;29;7;98;62
171289;Pau;33;188;73;35;180;79;68;368;152
431021;Paüls;36;155;96;31;150;95;67;305;191
171292;Pedret i Marzà;16;60;17;14;59;21;30;119;38
251641;Penelles;23;163;68;23;108;58;46;271;126
171306;Pera, la;41;144;39;26;137;61;67;281;100
081607;Perafita;29;128;54;23;125;53;52;253;107
431037;Perafort;130;456;76;110;422;81;240;878;157
171328;Peralada;129;647;188;142;618;221;271;1265;409
251654;Peramola;16;118;40;17;106;51;33;224;91
431042;Perelló, el;209;883;361;203;801;389;412;1684;750
081614;Piera;1328;5834;1224;1248;5276;1501;2576;11110;2725
431055;Piles, les;17;68;32;21;65;15;38;133;47
081635;Pineda de Mar;1956;9303;2674;1909;8822;3310;3865;18125;5984
431068;Pinell de Brai, el;49;325;129;50;277;168;99;602;297
251667;Pinell de Solsonès;12;71;26;5;45;29;17;116;55
251673;Pinós;20;97;38;21;81;33;41;178;71
431074;Pira;42;171;54;30;151;50;72;322;104
431080;Pla de Santa Maria, el;178;829;215;161;709;248;339;1538;463
081640;Pla del Penedès, el;118;438;100;130;401;119;248;839;219
171334;Planes d'Hostoles, les;127;533;207;100;495;249;227;1028;456
171349;Planoles;22;104;41;19;82;43;41;186;84
259118;Plans de Sió, els;20;186;71;22;129;75;42;315;146
251689;Poal, el;50;216;79;35;198;89;85;414;168
251692;Pobla de Cérvoles, la;4;72;28;4;54;36;8;126;64
081653;Pobla de Claramunt, la;189;739;196;183;670;230;372;1409;426
081666;Pobla de Lillet, la;42;313;158;41;285;224;83;598;382
431093;Pobla de Mafumet, la;452;1436;148;411;1390;188;863;2826;336
431107;Pobla de Massaluca, la;19;111;62;14;81;54;33;192;116
431114;Pobla de Montornès, la;231;1024;288;213;926;317;444;1950;605
251713;Pobla de Segur, la;207;966;349;178;910;440;385;1876;789
431129;Poboleda;16;108;41;21;95;47;37;203;88
081672;Polinyà;821;3050;438;813;2859;513;1634;5909;951
431135;Pont d'Armentera, el;24;151;70;25;138;85;49;289;155
250306;Pont de Bar, el;23;64;18;4;44;21;27;108;39
171352;Pont de Molins;29;177;55;35;171;51;64;348;106
251734;Pont de Suert, el;167;791;211;144;748;270;311;1539;481
081825;Pont de Vilomara i Rocafort, el;350;1397;325;292;1265;387;642;2662;712
431418;Pontils;8;40;26;12;37;15;20;77;41
081688;Pontons;40;192;54;27;162;48;67;354;102
171365;Pontós;20;98;27;15;75;29;35;173;56
251728;Ponts;198;890;250;169;798;324;367;1688;574
171371;Porqueres;377;1556;384;373;1539;472;750;3095;856
431140;Porrera;19;165;40;20;121;63;39;286;103
171404;Port de la Selva, el;60;330;134;52;297;137;112;627;271
171387;Portbou;41;340;166;51;289;208;92;629;374
251749;Portella, la;45;282;82;38;216;64;83;498;146
431153;Pradell de la Teixeta;5;47;26;9;54;23;14;101;49
431166;Prades;38;211;73;25;176;79;63;387;152
431172;Prat de Comte;6;66;26;10;44;34;16;110;60
081691;Prat de Llobregat, el;4988;21556;5529;4844;21322;7293;9832;42878;12822
431188;Pratdip;36;219;98;42;188;97;78;407;195
081712;Prats de Lluçanès;167;873;280;167;808;339;334;1681;619
081705;Prats de Rei, els;47;195;54;31;153;71;78;348;125
251752;Prats i Sansor;9;99;24;16;75;28;25;174;52
251765;Preixana;22;128;57;23;100;61;45;228;118
251771;Preixens;23;124;64;28;105;77;51;229;141
082303;Premià de Dalt;837;3455;911;774;3405;1037;1611;6860;1948
081727;Premià de Mar;2060;9430;2412;1955;9275;3391;4015;18705;5803
171390;Preses, les;152;623;154;155;599;192;307;1222;346
251790;Prullans;18;69;28;16;89;26;34;158;54
171411;Puigcerdà;685;3397;651;671;3266;848;1356;6663;1499
081748;Puigdàlber;41;185;39;65;171;50;106;356;89
251804;Puiggròs;16;90;28;14;72;45;30;162;73
431191;Puigpelat;119;445;65;94;398;75;213;843;140
081751;Puig-reig;284;1368;468;257;1307;605;541;2675;1073
251811;Puigverd d'Agramunt;14;87;30;10;61;28;24;148;58
251826;Puigverd de Lleida;101;498;112;93;427;153;194;925;265
081764;Pujalt;23;64;27;12;57;23;35;121;50
081770;Quar, la;5;14;9;2;14;7;7;28;16
171426;Quart;421;1263;267;407;1207;291;828;2470;558
170433;Queralbs;7;68;24;5;64;23;12;132;47
431205;Querol;33;196;76;27;156;56;60;352;132
171432;Rabós;12;66;21;15;64;28;27;130;49
081786;Rajadell;33;185;60;44;175;52;77;360;112
431362;Ràpita, la;945;4816;1551;947;4803;1869;1892;9619;3420
431212;Rasquera;50;241;129;45;240;141;95;481;270
171447;Regencós;14;102;35;20;81;30;34;183;65
081799;Rellinars;57;325;66;80;278;62;137;603;128
431227;Renau;17;60;6;14;51;7;31;111;13
431233;Reus;8843;34158;8297;8426;35226;11134;17269;69384;19431
251832;Rialp;39;245;43;39;231;61;78;476;104
431248;Riba, la;33;199;78;25;156;84;58;355;162
431251;Riba-roja d'Ebre;47;382;166;52;284;186;99;666;352
259059;Ribera d'Ondara;23;139;57;22;128;62;45;267;119
251850;Ribera d'Urgellet;63;339;87;67;293;98;130;632;185
171450;Ribes de Freser;98;578;218;76;537;280;174;1115;498
171463;Riells i Viabrea;315;1524;312;288;1486;343;603;3010;655
431264;Riera de Gaià, la;167;575;122;169;555;149;336;1130;271
251863;Riner;24;80;35;29;72;41;53;152;76
171479;Ripoll;750;3468;1111;698;3255;1439;1448;6723;2550
081803;Ripollet;3371;13355;2624;3196;13146;3447;6567;26501;6071
259139;Riu de Cerdanya;4;35;17;1;25;11;5;60;28
171485;Riudarenes;180;796;211;172;709;215;352;1505;426
171498;Riudaura;40;174;39;52;158;48;92;332;87
431270;Riudecanyes;105;426;104;84;362;113;189;788;217
431286;Riudecols;78;444;109;83;390;121;161;834;230
171501;Riudellots de la Selva;170;706;173;149;683;195;319;1389;368
431299;Riudoms;590;2176;598;490;2057;706;1080;4233;1304
171518;Riumors;17;86;24;12;74;31;29;160;55
081810;Roca del Vallès, la;850;3698;786;810;3586;946;1660;7284;1732
431303;Rocafort de Queralt;16;74;33;12;57;38;28;131;71
431310;Roda de Berà;556;2373;724;495;2164;815;1051;4537;1539
081831;Roda de Ter;524;2189;504;500;2072;660;1024;4261;1164
431325;Rodonyà;38;192;43;24;153;57;62;345;100
431331;Roquetes;667;2869;671;628;2523;801;1295;5392;1472
171523;Roses;1609;6845;1652;1464;6383;1968;3073;13228;3620
251898;Rosselló;260;1158;209;260;1015;284;520;2173;493
431346;Rourell, el;35;138;32;28;136;33;63;274;65
081846;Rubí;6490;26785;5507;6249;26396;7122;12739;53181;12629
081859;Rubió;21;85;34;10;60;26;31;145;60
171539;Rupià;25;89;34;28;89;31;53;178;65
089019;Rupit i Pruit;13;93;43;18;75;54;31;168;97
081878;Sabadell;17250;70864;16962;16290;71203;23635;33540;142067;40597
081884;Sagàs;14;53;12;10;48;14;24;101;26
251902;Salàs de Pallars;24;110;53;21;95;40;45;205;93
081901;Saldes;4;100;59;9;70;41;13;170;100
171544;Sales de Llierca;10;55;14;15;59;11;25;114;25
081918;Sallent;452;2044;753;452;2046;970;904;4090;1723
431359;Salomó;40;189;51;47;158;59;87;347;110
439057;Salou;2273;10640;1760;2096;9653;2090;4369;20293;3850
171557;Salt;3396;11785;1745;3114;9900;2290;6510;21685;4035
251919;Sanaüja;20;133;54;17;110;62;37;243;116
081944;Sant Adrià de Besòs;3088;12621;2648;2895;12228;3803;5983;24849;6451
081957;Sant Agustí de Lluçanès;4;32;11;8;26;11;12;58;22
081960;Sant Andreu de la Barca;2342;9290;1785;2304;9007;2447;4646;18297;4232
081976;Sant Andreu de Llavaneres;855;3748;915;796;3752;1084;1651;7500;1999
171576;Sant Andreu Salou;13;49;14;9;48;23;22;97;37
171833;Sant Aniol de Finestres;22;121;36;26;109;39;48;230;75
081982;Sant Antoni de Vilamajor;535;2172;466;515;2181;514;1050;4353;980
081995;Sant Bartomeu del Grau;86;304;95;62;266;100;148;570;195
082009;Sant Boi de Llobregat;6458;27433;6932;6055;27482;9395;12513;54915;16327
082016;Sant Boi de Lluçanès;21;179;93;29;145;106;50;324;199
082037;Sant Cebrià de Vallalta;295;1283;280;311;1129;272;606;2412;552
082021;Sant Celoni;1509;6144;1410;1429;5839;1845;2938;11983;3255
082042;Sant Climent de Llobregat;383;1441;275;344;1452;298;727;2893;573
171582;Sant Climent Sescebes;40;338;54;47;162;71;87;500;125
082055;Sant Cugat del Vallès;8945;30815;5951;8358;32401;7542;17303;63216;13493
082068;Sant Cugat Sesgarrigues;78;320;96;89;316;105;167;636;201
251961;Sant Esteve de la Sarga;2;44;28;3;30;15;5;74;43
082074;Sant Esteve de Palautordera;269;991;218;240;1059;220;509;2050;438
082080;Sant Esteve Sesrovires;611;2713;586;575;2600;686;1186;5313;1272
171595;Sant Feliu de Buixalleu;41;282;92;60;247;86;101;529;178
082107;Sant Feliu de Codines;505;2288;441;439;2137;596;944;4425;1037
171609;Sant Feliu de Guíxols;1670;7236;2002;1613;7158;2531;3283;14394;4533
082114;Sant Feliu de Llobregat;3458;14823;3808;3307;15026;5041;6765;29849;8849
171616;Sant Feliu de Pallerols;119;473;144;99;446;175;218;919;319
082129;Sant Feliu Sasserra;56;195;78;38;162;88;94;357;166
171621;Sant Ferriol;24;81;26;24;67;25;48;148;51
082093;Sant Fost de Campsentelles;637;2994;847;614;2892;1013;1251;5886;1860
082135;Sant Fruitós de Bages;744;3011;646;721;3007;807;1465;6018;1453
171637;Sant Gregori;399;1343;324;350;1259;337;749;2602;661
251924;Sant Guim de Freixenet;74;356;121;72;290;146;146;646;267
251977;Sant Guim de la Plana;9;67;25;5;50;28;14;117;53
171642;Sant Hilari Sacalm;421;1918;564;456;1748;651;877;3666;1215
082153;Sant Hipòlit de Voltregà;284;1222;282;234;1139;386;518;2361;668
081939;Sant Iscle de Vallalta;135;533;105;115;444;106;250;977;211
439023;Sant Jaume d'Enveja;210;1153;412;237;1082;458;447;2235;870
082166;Sant Jaume de Frontanyà;2;7;8;1;7;3;3;14;11
171655;Sant Jaume de Llierca;76;257;88;60;254;117;136;511;205
431378;Sant Jaume dels Domenys;249;904;216;234;823;240;483;1727;456
171674;Sant Joan de les Abadesses;201;1008;404;197;929;511;398;1937;915
171680;Sant Joan de Mollet;37;168;43;45;156;52;82;324;95
082188;Sant Joan de Vilatorrada;850;3658;930;786;3493;1154;1636;7151;2084
082172;Sant Joan Despí;2698;11249;2675;2543;11553;3412;5241;22802;6087
171851;Sant Joan les Fonts;239;972;336;215;900;388;454;1872;724
171668;Sant Jordi Desvalls;63;254;74;68;259;78;131;513;152
089030;Sant Julià de Cerdanyola;16;88;27;8;67;29;24;155;56
171693;Sant Julià de Ramis;334;1233;251;319;1207;268;653;2440;519
082205;Sant Julià de Vilatorta;256;1055;255;251;1036;299;507;2091;554
179032;Sant Julià del Llor i Bonmatí;100;464;103;116;417;114;216;881;217
082212;Sant Just Desvern;1759;6056;1516;1680;6350;2018;3439;12406;3534
082227;Sant Llorenç d'Hortons;185;868;191;205;812;198;390;1680;389
171714;Sant Llorenç de la Muga;17;96;26;14;83;31;31;179;57
251930;Sant Llorenç de Morunys;55;296;132;66;287;149;121;583;281
082233;Sant Llorenç Savall;174;832;256;180;786;286;354;1618;542
082251;Sant Martí d'Albars;7;29;17;8;31;15;15;60;32
082248;Sant Martí de Centelles;85;449;75;88;379;110;173;828;185
171729;Sant Martí de Llémena;59;224;57;53;226;44;112;450;101
259025;Sant Martí de Riucorb;33;208;100;39;156;113;72;364;213
082264;Sant Martí de Tous;116;409;109;111;372;119;227;781;228
082270;Sant Martí Sarroca;256;1078;282;261;1069;340;517;2147;622
082286;Sant Martí Sesgueioles;24;128;30;14;111;37;38;239;67
171735;Sant Martí Vell;9;98;23;16;70;28;25;168;51
082299;Sant Mateu de Bages;38;192;85;32;163;104;70;355;189
171740;Sant Miquel de Campmajor;19;92;23;16;69;24;35;161;47
171753;Sant Miquel de Fluvià;60;258;72;60;234;71;120;492;143
171766;Sant Mori;7;56;15;10;48;21;17;104;36
171772;Sant Pau de Segúries;53;214;92;45;214;107;98;428;199
082310;Sant Pere de Ribes;2547;10917;2263;2455;10644;2699;5002;21561;4962
082325;Sant Pere de Riudebitlles;217;775;226;182;720;291;399;1495;517
082331;Sant Pere de Torelló;204;833;249;160;740;302;364;1573;551
082346;Sant Pere de Vilamajor;372;1650;328;367;1574;380;739;3224;708
171788;Sant Pere Pescador;159;805;156;173;614;176;332;1419;332
081897;Sant Pere Sallavinera;14;47;23;10;39;26;24;86;49
082359;Sant Pol de Mar;405;1802;543;382;1758;648;787;3560;1191
082362;Sant Quintí de Mediona;201;823;190;179;740;234;380;1563;424
082378;Sant Quirze de Besora;139;665;231;144;639;327;283;1304;558
082384;Sant Quirze del Vallès;1769;6686;1420;1711;6952;1618;3480;13638;3038
082397;Sant Quirze Safaja;53;257;51;58;201;40;111;458;91
251945;Sant Ramon;25;157;79;32;125;79;57;282;158
082401;Sant Sadurní d'Anoia;1066;4256;993;999;4268;1258;2065;8524;2251
082418;Sant Sadurní d'Osormort;4;35;8;1;19;9;5;54;17
080983;Sant Salvador de Guardiola;241;1140;265;248;1044;305;489;2184;570
082628;Sant Vicenç de Castellet;842;3316;801;725;3101;1083;1567;6417;1884
082649;Sant Vicenç de Montalt;522;2200;558;458;2196;589;980;4396;1147
082652;Sant Vicenç de Torelló;173;691;167;135;697;214;308;1388;381
082634;Sant Vicenç dels Horts;2124;9701;2105;2044;9403;2738;4168;19104;4843
431384;Santa Bàrbara;277;1254;397;267;1119;448;544;2373;845
082439;Santa Cecília de Voltregà;16;63;20;9;56;15;25;119;35
082444;Santa Coloma de Cervelló;702;2831;508;735;2853;644;1437;5684;1152
171805;Santa Coloma de Farners;1134;4640;1026;1119;4293;1247;2253;8933;2273
082457;Santa Coloma de Gramenet;9162;39888;9829;8727;38118;13565;17889;78006;23394
431397;Santa Coloma de Queralt;199;870;275;172;817;369;371;1687;644
171812;Santa Cristina d'Aro;422;1842;461;418;1744;521;840;3586;982
082460;Santa Eugènia de Berga;178;755;216;146;739;225;324;1494;441
082476;Santa Eulàlia de Riuprimer;147;468;90;140;449;115;287;917;205
082482;Santa Eulàlia de Ronçana;619;2554;609;597;2454;705;1216;5008;1314
082495;Santa Fe del Penedès;28;129;26;27;133;35;55;262;61
171827;Santa Llogaia d'Àlguema;34;134;25;32;120;33;66;254;58
082508;Santa Margarida de Montbui;956;3407;782;858;3162;1027;1814;6569;1809
082515;Santa Margarida i els Monjos;731;2649;528;699;2431;626;1430;5080;1154
082589;Santa Maria d'Oló;77;333;115;73;325;142;150;658;257
082536;Santa Maria de Besora;8;59;18;9;44;23;17;103;41
082567;Santa Maria de Martorelles;68;312;62;71;291;78;139;603;140
082554;Santa Maria de Merlès;19;62;10;18;57;14;37;119;24
082573;Santa Maria de Miralles;7;45;17;10;34;16;17;79;33
082592;Santa Maria de Palautordera;755;3360;737;703;3203;908;1458;6563;1645
431401;Santa Oliva;301;1151;304;272;1083;339;573;2234;643
171848;Santa Pau;112;515;187;102;483;186;214;998;373
082606;Santa Perpètua de Mogoda;2259;8983;1857;2056;8593;2285;4315;17576;4142
082613;Santa Susanna;323;1222;293;310;1186;316;633;2408;609
081923;Santpedor;699;2426;640;620;2419;762;1319;4845;1402
431423;Sarral;110;550;143;121;452;173;231;1002;316
171864;Sarrià de Ter;461;1732;392;431;1717;498;892;3449;890
252017;Sarroca de Bellera;2;45;22;4;29;18;6;74;40
252000;Sarroca de Lleida;16;121;59;17;87;57;33;208;116
171870;Saus, Camallera i Llampaies;65;277;98;67;254;104;132;531;202
431439;Savallà del Comtat;1;17;9;0;16;10;1;33;19
431444;Secuita, la;152;583;134;149;567;143;301;1150;277
171886;Selva de Mar, la;10;69;30;8;69;26;18;138;56
431457;Selva del Camp, la;472;1949;433;439;1882;519;911;3831;952
431460;Senan;3;16;9;2;9;3;5;25;12
430445;Sénia, la;376;1859;539;354;1757;645;730;3616;1184
252022;Senterada;5;70;13;9;41;12;14;111;25
250352;Sentiu de Sió, la;23;136;63;26;115;63;49;251;126
082671;Sentmenat;827;3260;644;791;3082;743;1618;6342;1387
171903;Serinyà;99;380;97;93;372;102;192;752;199
252043;Seròs;139;726;173;145;511;229;284;1237;402
171910;Serra de Daró;23;78;27;14;69;24;37;147;51
171925;Setcases;11;63;28;7;59;17;18;122;45
252038;Seu d'Urgell, la;837;4106;1006;841;4118;1344;1678;8224;2350
082690;Seva;295;1301;307;257;1206;330;552;2507;637
252056;Sidamon;65;279;59;55;229;68;120;508;127
171931;Sils;559;2209;489;489;2067;536;1048;4276;1025
082704;Sitges;2064;10479;2566;1911;10052;3145;3975;20531;5711
170524;Siurana;9;58;18;14;55;25;23;113;43
082711;Sobremunt;1;25;7;3;32;10;4;57;17
252069;Soleràs, el;15;119;47;19;81;56;34;200;103
431476;Solivella;40;209;83;26;186;96;66;395;179
252075;Solsona;731;3058;744;699;2934;1009;1430;5992;1753
082726;Sora;25;66;25;13;60;22;38;126;47
252081;Soriguera;35;160;34;29;144;29;64;304;63
252094;Sort;175;707;191;156;710;242;331;1417;433
252108;Soses;159;602;174;149;512;185;308;1114;359
082732;Subirats;242;1099;297;207;975;329;449;2074;626
252115;Sudanell;55;302;108;40;241;98;95;543;206
252120;Sunyer;19;137;31;20;89;38;39;226;69
082747;Súria;389;1912;570;376;1876;800;765;3788;1370
171946;Susqueda;5;43;11;5;27;8;10;70;19
082763;Tagamanent;23;115;24;22;116;25;45;231;49
082779;Talamanca;24;73;27;16;62;20;40;135;47
252154;Talarn;19;214;55;28;128;45;47;342;100
252167;Talavera;16;100;42;15;69;45;31;169;87
171959;Tallada d'Empordà, la;27;160;60;32;136;51;59;296;111
082785;Taradell;551;2212;579;483;2157;705;1034;4369;1284
431482;Tarragona;10289;45090;10737;9875;44825;14620;20164;89915;25357
252173;Tàrrega;1563;5959;1230;1470;5821;1606;3033;11780;2836
252189;Tarrés;6;29;16;11;30;13;17;59;29
252192;Tarroja de Segarra;10;62;31;16;48;20;26;110;51
082750;Tavèrnoles;27;108;30;30;101;33;57;209;63
082802;Tavertet;3;32;20;5;36;17;8;68;37
082819;Teià;514;2107;606;444;2099;762;958;4206;1368
252206;Térmens;86;466;130;80;375;193;166;841;323
171962;Terrades;18;115;31;26;113;31;44;228;62
082798;Terrassa;18847;74705;16093;17653;73682;22031;36500;148387;38124
082824;Tiana;720;2923;703;761;3059;843;1481;5982;1546
252213;Tírvia;5;45;13;7;39;22;12;84;35
252228;Tiurana;3;19;11;4;26;10;7;45;21
431495;Tivenys;34;305;118;48;243;152;82;548;270
431508;Tivissa;97;534;199;89;488;232;186;1022;431
082830;Tona;655;2821;672;631;2753;836;1286;5574;1508
252234;Torà;79;403;125;68;372;162;147;775;287
082845;Tordera;1540;6059;1413;1389;5749;1638;2929;11808;3051
082858;Torelló;1137;4852;1276;1092;4565;1631;2229;9417;2907
252249;Torms, els;8;47;23;5;37;25;13;84;48
252252;Tornabous;59;290;95;50;219;113;109;509;208
252271;Torre de Cabdella, la;35;247;106;30;207;140;65;454;246
082861;Torre de Claramunt, la;287;1415;291;264;1265;330;551;2680;621
431515;Torre de Fontaubella, la;11;34;21;6;33;23;17;67;44
431520;Torre de l'Espanyol, la;31;203;75;40;173;76;71;376;151
252265;Torrebesses;13;119;37;17;69;43;30;188;80
431536;Torredembarra;1267;5572;1527;1232;5612;1847;2499;11184;3374
252287;Torrefarrera;437;1666;276;432;1555;336;869;3221;612
259078;Torrefeta i Florejacs;39;216;75;27;164;81;66;380;156
252304;Torregrossa;151;743;231;147;592;293;298;1335;524
252311;Torrelameu;40;356;75;44;162;82;84;518;157
082877;Torrelavit;128;461;134;119;446;141;247;907;275
082883;Torrelles de Foix;197;895;223;171;773;220;368;1668;443
082896;Torrelles de Llobregat;522;2138;370;530;2125;441;1052;4263;811
171978;Torrent;11;58;19;10;44;18;21;102;37
252326;Torres de Segre;134;919;204;147;739;238;281;1658;442
252332;Torre-serona;23;141;36;26;116;41;49;257;77
171984;Torroella de Fluvià;49;267;56;49;236;69;98;503;125
171997;Torroella de Montgrí;939;4103;1065;891;3834;1191;1830;7937;2256
431541;Torroja del Priorat;7;52;20;3;36;23;10;88;43
172001;Tortellà;53;252;89;65;256;101;118;508;190
431554;Tortosa;2559;11187;2984;2476;10364;4002;5035;21551;6986
172018;Toses;10;73;21;13;50;11;23;123;32
172023;Tossa de Mar;363;2118;529;377;1901;642;740;4019;1171
252347;Tremp;399;1914;579;380;1852;769;779;3766;1348
172044;Ullà;121;437;85;108;334;82;229;771;167
082900;Ullastrell;205;719;129;205;685;153;410;1404;282
172057;Ullastret;13;86;29;24;74;32;37;160;61
431567;Ulldecona;465;2250;620;437;1835;710;902;4085;1330
431573;Ulldemolins;15;136;76;17;90;66;32;226;142
172039;Ultramort;23;66;29;19;59;30;42;125;59
172060;Urús;11;75;19;7;76;22;18;151;41
082917;Vacarisses;692;2542;419;586;2397;446;1278;4939;865
170144;Vajol, la;4;34;10;3;25;12;7;59;22
172076;Vall d'en Bas, la;262;1012;307;215;976;343;477;1988;650
172082;Vall de Bianya, la;95;453;116;103;422;126;198;875;242
250432;Vall de Boí, la;63;393;106;61;356;81;124;749;187
259010;Vall de Cardós;17;143;44;24;105;49;41;248;93
082922;Vallbona d'Anoia;108;467;127;84;435;154;192;902;281
252385;Vallbona de les Monges;6;84;32;11;54;49;17;138;81
082938;Vallcebre;2;98;43;11;69;35;13;167;78
431589;Vallclara;6;35;14;3;24;9;9;59;23
252402;Vallfogona de Balaguer;170;610;179;168;595;190;338;1205;369
171707;Vallfogona de Ripollès;13;69;30;8;62;31;21;131;61
431592;Vallfogona de Riucorb;0;30;18;0;14;15;0;44;33
082943;Vallgorguina;292;1087;174;273;1022;204;565;2109;378
082956;Vallirana;1276;5201;1247;1222;5078;1414;2498;10279;2661
